name,IP address,% packet loss,rtt min,rtt avg,rtt max,rtt mdev,time of day,packet_size
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.609,85.686,85.820,0.327,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.563,85.684,85.887,0.109,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.624,85.747,86.005,0.340,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.576,85.747,86.275,0.349,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.580,85.684,86.035,0.391,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.573,85.637,85.715,0.296,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.596,85.706,86.293,0.302,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.560,85.671,85.837,0.239,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.605,85.741,86.191,0.337,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.615,85.756,86.108,0.356,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.602,85.662,85.914,0.402,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.587,85.650,85.782,0.325,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.579,85.642,85.733,0.265,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.582,85.657,85.784,0.350,0,64
edge-star-mini-shv-01-frt3.facebook.com,31.13.92.36,0%,85.594,85.650,85.816,0.195,0,64
