name,IP address,% packet loss,rtt min,rtt avg,rtt max,rtt mdev,time of day,packet_size
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,128.970,130.772,132.723,1.232,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.073,131.059,135.166,1.919,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,130.161,131.675,137.167,1.902,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.995,131.395,134.508,1.560,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.303,130.979,132.088,0.956,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.347,130.659,132.374,0.875,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.350,131.498,135.897,2.331,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.080,131.790,135.927,2.125,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.043,130.859,132.255,1.000,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,130.074,131.073,132.576,0.867,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.536,131.440,135.875,1.650,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.604,131.099,132.690,1.107,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.458,131.202,134.108,1.365,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.209,130.893,132.892,1.392,23,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.088,130.281,132.460,0.958,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.243,130.741,132.398,1.138,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.055,130.458,132.614,1.190,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.094,130.335,132.467,1.184,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.116,130.396,131.493,0.934,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.471,130.929,133.177,1.039,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.223,131.256,135.033,1.691,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,128.775,130.916,139.986,3.165,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.720,130.643,132.517,1.038,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,128.737,131.236,135.011,1.760,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.005,130.781,132.856,1.384,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.674,131.174,133.785,1.221,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,128.996,130.456,132.519,1.125,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.794,131.777,136.142,1.763,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.789,131.091,133.162,1.156,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.363,130.883,133.090,1.131,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,128.844,130.883,134.289,1.538,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.291,131.024,134.178,1.394,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.088,131.729,135.728,2.102,0,64
77-64-170-23.dynamic.primacom.net,77.64.170.23,0%,129.542,131.243,135.276,1.690,0,64
